,anoFundacao,intervaloFundacao
4468,2014.0,De 6 a 10 anos
4469,2012.0,De 6 a 10 anos
4470,2016.0,De 0 a 5 anos
4471,2012.0,De 6 a 10 anos
4472,1973.0,Acima de 17 anos
4473,1998.0,Acima de 17 anos
4474,2014.0,De 6 a 10 anos
4475,2014.0,De 6 a 10 anos
4476,1992.0,Acima de 17 anos
4477,2010.0,De 6 a 10 anos
4478,,
4479,2003.0,Acima de 17 anos
4480,2009.0,De 11 a 16 anos
4481,2018.0,De 0 a 5 anos
4482,2016.0,De 0 a 5 anos
4483,2003.0,Acima de 17 anos
4484,2015.0,De 0 a 5 anos
4485,2010.0,De 6 a 10 anos
4486,2017.0,De 0 a 5 anos
4487,2010.0,De 6 a 10 anos
4488,2000.0,Acima de 17 anos
4489,2006.0,De 11 a 16 anos
4490,2013.0,De 6 a 10 anos
4491,1993.0,Acima de 17 anos
4492,,
4493,,
4494,,
4495,2016.0,De 0 a 5 anos
4496,2011.0,De 6 a 10 anos
4497,2002.0,Acima de 17 anos
4498,1997.0,Acima de 17 anos
4499,2018.0,De 0 a 5 anos
4500,2011.0,De 6 a 10 anos
4501,1991.0,Acima de 17 anos
4502,2003.0,Acima de 17 anos
4503,2018.0,De 0 a 5 anos
4504,2018.0,De 0 a 5 anos
4505,2013.0,De 6 a 10 anos
4506,2011.0,De 6 a 10 anos
4507,2007.0,De 11 a 16 anos
4508,2019.0,De 0 a 5 anos
4509,2002.0,Acima de 17 anos
4510,2013.0,De 6 a 10 anos
4511,,
4512,2000.0,Acima de 17 anos
4513,2013.0,De 6 a 10 anos
4514,2007.0,De 11 a 16 anos
4515,,
4516,,
4517,2000.0,Acima de 17 anos
4518,2016.0,De 0 a 5 anos
4519,2015.0,De 0 a 5 anos
4520,2015.0,De 0 a 5 anos
4521,,
4522,2013.0,De 6 a 10 anos
4523,1985.0,Acima de 17 anos
4524,1997.0,Acima de 17 anos
4525,1999.0,Acima de 17 anos
4526,2014.0,De 6 a 10 anos
4527,2000.0,Acima de 17 anos
4528,2010.0,De 6 a 10 anos
4529,,
4530,1988.0,Acima de 17 anos
4531,2010.0,De 6 a 10 anos
4532,,
4533,,
4534,,
4535,2017.0,De 0 a 5 anos
4536,2002.0,Acima de 17 anos
4537,,
4538,2018.0,De 0 a 5 anos
4539,2018.0,De 0 a 5 anos
4540,2000.0,Acima de 17 anos
4541,2007.0,De 11 a 16 anos
4542,2014.0,De 6 a 10 anos
4543,1999.0,Acima de 17 anos
4544,2018.0,De 0 a 5 anos
4545,2008.0,De 11 a 16 anos
4546,2015.0,De 0 a 5 anos
4547,2004.0,De 11 a 16 anos
4548,1986.0,Acima de 17 anos
4549,2010.0,De 6 a 10 anos
4550,1996.0,Acima de 17 anos
4551,,
4552,2016.0,De 0 a 5 anos
4553,1978.0,Acima de 17 anos
4554,2010.0,De 6 a 10 anos
4555,2012.0,De 6 a 10 anos
4556,2019.0,De 0 a 5 anos
4557,2012.0,De 6 a 10 anos
4558,2004.0,De 11 a 16 anos
4559,2013.0,De 6 a 10 anos
4560,2013.0,De 6 a 10 anos
4561,1998.0,Acima de 17 anos
4562,2012.0,De 6 a 10 anos
4563,2010.0,De 6 a 10 anos
4564,,
4565,2001.0,Acima de 17 anos
4566,1985.0,Acima de 17 anos
4567,2011.0,De 6 a 10 anos
4568,2011.0,De 6 a 10 anos
4569,2007.0,De 11 a 16 anos
4570,2008.0,De 11 a 16 anos
4571,2013.0,De 6 a 10 anos
4572,2015.0,De 0 a 5 anos
4573,2008.0,De 11 a 16 anos
4574,2019.0,De 0 a 5 anos
4575,2016.0,De 0 a 5 anos
4576,,
4577,2012.0,De 6 a 10 anos
4578,1989.0,Acima de 17 anos
4579,2014.0,De 6 a 10 anos
4580,,
4581,2002.0,Acima de 17 anos
4582,2017.0,De 0 a 5 anos
4583,2003.0,Acima de 17 anos
4584,1995.0,Acima de 17 anos
4585,2001.0,Acima de 17 anos
4586,2017.0,De 0 a 5 anos
4587,2010.0,De 6 a 10 anos
4588,,
4589,,
4590,,
4591,,
4592,2010.0,De 6 a 10 anos
4593,2017.0,De 0 a 5 anos
4594,1992.0,Acima de 17 anos
4595,1998.0,Acima de 17 anos
4596,2013.0,De 6 a 10 anos
4597,1998.0,Acima de 17 anos
4598,2014.0,De 6 a 10 anos
4599,1981.0,Acima de 17 anos
4600,2002.0,Acima de 17 anos
4601,2010.0,De 6 a 10 anos
4602,2005.0,De 11 a 16 anos
4603,2015.0,De 0 a 5 anos
4604,2014.0,De 6 a 10 anos
4605,2012.0,De 6 a 10 anos
4606,1986.0,Acima de 17 anos
4607,2002.0,Acima de 17 anos
4608,2013.0,De 6 a 10 anos
4609,1998.0,Acima de 17 anos
4610,2015.0,De 0 a 5 anos
4611,2019.0,De 0 a 5 anos
4612,1998.0,Acima de 17 anos
4613,2012.0,De 6 a 10 anos
4614,1978.0,Acima de 17 anos
4615,2002.0,Acima de 17 anos
4616,2000.0,Acima de 17 anos
4617,1990.0,Acima de 17 anos
4618,2017.0,De 0 a 5 anos
4619,2013.0,De 6 a 10 anos
4620,2014.0,De 6 a 10 anos
4621,2010.0,De 6 a 10 anos
4622,2006.0,De 11 a 16 anos
4623,2011.0,De 6 a 10 anos
4624,,
4625,2006.0,De 11 a 16 anos
4626,2018.0,De 0 a 5 anos
4627,2002.0,Acima de 17 anos
4628,2019.0,De 0 a 5 anos
4629,,
4630,2006.0,De 11 a 16 anos
4631,2011.0,De 6 a 10 anos
4632,1999.0,Acima de 17 anos
4633,2007.0,De 11 a 16 anos
4634,2015.0,De 0 a 5 anos
4635,2010.0,De 6 a 10 anos
4636,2002.0,Acima de 17 anos
4637,2002.0,Acima de 17 anos
4638,2003.0,Acima de 17 anos
4639,1989.0,Acima de 17 anos
4640,1995.0,Acima de 17 anos
4641,2013.0,De 6 a 10 anos
4642,2016.0,De 0 a 5 anos
4643,2019.0,De 0 a 5 anos
4644,1996.0,Acima de 17 anos
4645,1984.0,Acima de 17 anos
4646,2008.0,De 11 a 16 anos
4647,2014.0,De 6 a 10 anos
4648,2017.0,De 0 a 5 anos
4649,2011.0,De 6 a 10 anos
4650,2006.0,De 11 a 16 anos
4651,1983.0,Acima de 17 anos
4652,2019.0,De 0 a 5 anos
4653,2018.0,De 0 a 5 anos
4654,2019.0,De 0 a 5 anos
4655,2001.0,Acima de 17 anos
4656,2002.0,Acima de 17 anos
4657,2020.0,De 0 a 5 anos
4658,,
4659,2009.0,De 11 a 16 anos
4660,2011.0,De 6 a 10 anos
4661,2013.0,De 6 a 10 anos
4662,2015.0,De 0 a 5 anos
4663,2018.0,De 0 a 5 anos
4664,2000.0,Acima de 17 anos
4665,2012.0,De 6 a 10 anos
4666,2018.0,De 0 a 5 anos
4667,2015.0,De 0 a 5 anos
4668,2009.0,De 11 a 16 anos
4669,2013.0,De 6 a 10 anos
4670,1995.0,Acima de 17 anos
4671,2014.0,De 6 a 10 anos
4672,2018.0,De 0 a 5 anos
4673,2018.0,De 0 a 5 anos
4674,,
4675,2008.0,De 11 a 16 anos
4676,2016.0,De 0 a 5 anos
4677,2012.0,De 6 a 10 anos
4678,2017.0,De 0 a 5 anos
4679,1993.0,Acima de 17 anos
4680,2005.0,De 11 a 16 anos
4681,,
4682,2008.0,De 11 a 16 anos
4683,2013.0,De 6 a 10 anos
4684,2017.0,De 0 a 5 anos
4685,2010.0,De 6 a 10 anos
4686,1987.0,Acima de 17 anos
4687,2000.0,Acima de 17 anos
4688,2004.0,De 11 a 16 anos
4689,1997.0,Acima de 17 anos
4690,2011.0,De 6 a 10 anos
4691,1999.0,Acima de 17 anos
4692,,
4693,2006.0,De 11 a 16 anos
4694,1983.0,Acima de 17 anos
4695,2014.0,De 6 a 10 anos
4696,1995.0,Acima de 17 anos
4697,2003.0,Acima de 17 anos
4698,2006.0,De 11 a 16 anos
4699,1990.0,Acima de 17 anos
4700,2017.0,De 0 a 5 anos
4701,2015.0,De 0 a 5 anos
4702,2003.0,Acima de 17 anos
4703,2016.0,De 0 a 5 anos
4704,2012.0,De 6 a 10 anos
4705,2019.0,De 0 a 5 anos
4706,2006.0,De 11 a 16 anos
4707,1995.0,Acima de 17 anos
4708,2019.0,De 0 a 5 anos
4709,1992.0,Acima de 17 anos
4710,2003.0,Acima de 17 anos
4711,1989.0,Acima de 17 anos
4712,2019.0,De 0 a 5 anos
4713,2008.0,De 11 a 16 anos
4714,,
4715,2010.0,De 6 a 10 anos
4716,2015.0,De 0 a 5 anos
4717,2015.0,De 0 a 5 anos
4718,1984.0,Acima de 17 anos
4719,2017.0,De 0 a 5 anos
4720,2019.0,De 0 a 5 anos
4721,2016.0,De 0 a 5 anos
4722,2004.0,De 11 a 16 anos
4723,2019.0,De 0 a 5 anos
4724,2005.0,De 11 a 16 anos
4725,1998.0,Acima de 17 anos
4726,2002.0,Acima de 17 anos
4727,2002.0,Acima de 17 anos
4728,2017.0,De 0 a 5 anos
4729,,
4730,2018.0,De 0 a 5 anos
4731,1997.0,Acima de 17 anos
4732,2014.0,De 6 a 10 anos
4733,2014.0,De 6 a 10 anos
4734,2019.0,De 0 a 5 anos
4735,2005.0,De 11 a 16 anos
4736,1976.0,Acima de 17 anos
4737,2000.0,Acima de 17 anos
4738,2011.0,De 6 a 10 anos
4739,2015.0,De 0 a 5 anos
4740,2004.0,De 11 a 16 anos
4741,2004.0,De 11 a 16 anos
4742,2006.0,De 11 a 16 anos
4743,2012.0,De 6 a 10 anos
4744,2003.0,Acima de 17 anos
4745,2005.0,De 11 a 16 anos
4746,2012.0,De 6 a 10 anos
4747,2018.0,De 0 a 5 anos
4748,2014.0,De 6 a 10 anos
4749,1991.0,Acima de 17 anos
4750,1969.0,Acima de 17 anos
4751,1979.0,Acima de 17 anos
4752,2017.0,De 0 a 5 anos
4753,2018.0,De 0 a 5 anos
4754,2010.0,De 6 a 10 anos
4755,2006.0,De 11 a 16 anos
4756,1996.0,Acima de 17 anos
4757,2016.0,De 0 a 5 anos
4758,2000.0,Acima de 17 anos
4759,2015.0,De 0 a 5 anos
4760,1998.0,Acima de 17 anos
4761,2018.0,De 0 a 5 anos
4762,2013.0,De 6 a 10 anos
4763,2015.0,De 0 a 5 anos
4764,2010.0,De 6 a 10 anos
4765,1991.0,Acima de 17 anos
4766,2013.0,De 6 a 10 anos
4767,2016.0,De 0 a 5 anos
4768,1999.0,Acima de 17 anos
4769,2006.0,De 11 a 16 anos
4770,,
4771,2008.0,De 11 a 16 anos
4772,,
4773,2011.0,De 6 a 10 anos
4774,,
4775,,
4776,2012.0,De 6 a 10 anos
4777,2016.0,De 0 a 5 anos
4778,2011.0,De 6 a 10 anos
4779,,
4780,2010.0,De 6 a 10 anos
4781,2002.0,Acima de 17 anos
4782,1997.0,Acima de 17 anos
4783,1995.0,Acima de 17 anos
4784,1996.0,Acima de 17 anos
4785,2000.0,Acima de 17 anos
4786,2007.0,De 11 a 16 anos
4787,2003.0,Acima de 17 anos
4788,1979.0,Acima de 17 anos
4789,2000.0,Acima de 17 anos
4790,2019.0,De 0 a 5 anos
4791,1995.0,Acima de 17 anos
4792,1997.0,Acima de 17 anos
4793,2004.0,De 11 a 16 anos
4794,2010.0,De 6 a 10 anos
4795,1994.0,Acima de 17 anos
4796,1986.0,Acima de 17 anos
4797,2015.0,De 0 a 5 anos
4798,,
4799,2008.0,De 11 a 16 anos
4800,2019.0,De 0 a 5 anos
4801,,
4802,1992.0,Acima de 17 anos
4803,2016.0,De 0 a 5 anos
4804,1991.0,Acima de 17 anos
4805,2018.0,De 0 a 5 anos
4806,2007.0,De 11 a 16 anos
4807,2011.0,De 6 a 10 anos
4808,,
4809,1973.0,Acima de 17 anos
4810,2013.0,De 6 a 10 anos
4811,1969.0,Acima de 17 anos
4812,2003.0,Acima de 17 anos
4813,2001.0,Acima de 17 anos
4814,1996.0,Acima de 17 anos
4815,1990.0,Acima de 17 anos
4816,2016.0,De 0 a 5 anos
4817,2010.0,De 6 a 10 anos
4818,2019.0,De 0 a 5 anos
4819,1982.0,Acima de 17 anos
4820,,
4821,2018.0,De 0 a 5 anos
4822,2013.0,De 6 a 10 anos
4823,2015.0,De 0 a 5 anos
4824,2012.0,De 6 a 10 anos
4825,2015.0,De 0 a 5 anos
4826,2009.0,De 11 a 16 anos
4827,2015.0,De 0 a 5 anos
4828,2018.0,De 0 a 5 anos
4829,1998.0,Acima de 17 anos
4830,2009.0,De 11 a 16 anos
4831,2016.0,De 0 a 5 anos
4832,1995.0,Acima de 17 anos
4833,2008.0,De 11 a 16 anos
4834,2010.0,De 6 a 10 anos
4835,2002.0,Acima de 17 anos
4836,,
4837,2014.0,De 6 a 10 anos
4838,2017.0,De 0 a 5 anos
4839,2003.0,Acima de 17 anos
4840,1979.0,Acima de 17 anos
4841,2008.0,De 11 a 16 anos
4842,2017.0,De 0 a 5 anos
4843,1990.0,Acima de 17 anos
4844,1991.0,Acima de 17 anos
4845,2003.0,Acima de 17 anos
4846,,
4847,2019.0,De 0 a 5 anos
4848,,
4849,2014.0,De 6 a 10 anos
4850,,
4851,2019.0,De 0 a 5 anos
4852,2010.0,De 6 a 10 anos
4853,2004.0,De 11 a 16 anos
4854,1990.0,Acima de 17 anos
4855,2017.0,De 0 a 5 anos
4856,2017.0,De 0 a 5 anos
4857,2005.0,De 11 a 16 anos
4858,2016.0,De 0 a 5 anos
4859,2013.0,De 6 a 10 anos
4860,2003.0,Acima de 17 anos
4861,,
4862,1995.0,Acima de 17 anos
4863,2011.0,De 6 a 10 anos
4864,2016.0,De 0 a 5 anos
4865,2018.0,De 0 a 5 anos
4866,,
4867,1995.0,Acima de 17 anos
4868,2017.0,De 0 a 5 anos
4869,1996.0,Acima de 17 anos
4870,,
4871,1979.0,Acima de 17 anos
4872,1987.0,Acima de 17 anos
4873,2008.0,De 11 a 16 anos
4874,2007.0,De 11 a 16 anos
4875,2018.0,De 0 a 5 anos
4876,2005.0,De 11 a 16 anos
4877,2018.0,De 0 a 5 anos
4878,,
4879,2013.0,De 6 a 10 anos
4880,2006.0,De 11 a 16 anos
4881,1995.0,Acima de 17 anos
4882,2013.0,De 6 a 10 anos
4883,,
4884,,
4885,2018.0,De 0 a 5 anos
4886,2014.0,De 6 a 10 anos
4887,2019.0,De 0 a 5 anos
4888,2010.0,De 6 a 10 anos
4889,2011.0,De 6 a 10 anos
4890,2006.0,De 11 a 16 anos
4891,2017.0,De 0 a 5 anos
4892,2015.0,De 0 a 5 anos
4893,2007.0,De 11 a 16 anos
4894,2001.0,Acima de 17 anos
4895,2017.0,De 0 a 5 anos
4896,2008.0,De 11 a 16 anos
4897,2007.0,De 11 a 16 anos
4898,2003.0,Acima de 17 anos
4899,1996.0,Acima de 17 anos
4900,2018.0,De 0 a 5 anos
4901,,
4902,2018.0,De 0 a 5 anos
4903,2004.0,De 11 a 16 anos
4904,2013.0,De 6 a 10 anos
4905,2010.0,De 6 a 10 anos
4906,1998.0,Acima de 17 anos
4907,1996.0,Acima de 17 anos
4908,1995.0,Acima de 17 anos
4909,2010.0,De 6 a 10 anos
4910,2015.0,De 0 a 5 anos
4911,2007.0,De 11 a 16 anos
4912,2017.0,De 0 a 5 anos
4913,2011.0,De 6 a 10 anos
4914,2018.0,De 0 a 5 anos
4915,2015.0,De 0 a 5 anos
4916,2010.0,De 6 a 10 anos
4917,2010.0,De 6 a 10 anos
4918,2015.0,De 0 a 5 anos
4919,2015.0,De 0 a 5 anos
4920,2014.0,De 6 a 10 anos
4921,2018.0,De 0 a 5 anos
4922,2018.0,De 0 a 5 anos
4923,1986.0,Acima de 17 anos
4924,2017.0,De 0 a 5 anos
4925,1995.0,Acima de 17 anos
4926,2014.0,De 6 a 10 anos
4927,2004.0,De 11 a 16 anos
4928,2019.0,De 0 a 5 anos
4929,2006.0,De 11 a 16 anos
4930,1998.0,Acima de 17 anos
4931,,
4932,1991.0,Acima de 17 anos
4933,2003.0,Acima de 17 anos
4934,1999.0,Acima de 17 anos
4935,2016.0,De 0 a 5 anos
4936,2010.0,De 6 a 10 anos
4937,,
4938,2014.0,De 6 a 10 anos
4939,2009.0,De 11 a 16 anos
4940,2011.0,De 6 a 10 anos
4941,2012.0,De 6 a 10 anos
4942,2017.0,De 0 a 5 anos
4943,2010.0,De 6 a 10 anos
4944,1999.0,Acima de 17 anos
4945,2018.0,De 0 a 5 anos
4946,2010.0,De 6 a 10 anos
4947,2010.0,De 6 a 10 anos
4948,1995.0,Acima de 17 anos
4949,2012.0,De 6 a 10 anos
4950,1966.0,Acima de 17 anos
4951,1991.0,Acima de 17 anos
4952,2014.0,De 6 a 10 anos
4953,1998.0,Acima de 17 anos
4954,1980.0,Acima de 17 anos
4955,,
4956,2019.0,De 0 a 5 anos
4957,2019.0,De 0 a 5 anos
4958,1984.0,Acima de 17 anos
4959,2007.0,De 11 a 16 anos
4960,,
4961,,
4962,2015.0,De 0 a 5 anos
4963,2013.0,De 6 a 10 anos
4964,1994.0,Acima de 17 anos
4965,1986.0,Acima de 17 anos
4966,1987.0,Acima de 17 anos
4967,2012.0,De 6 a 10 anos
4968,2000.0,Acima de 17 anos
4969,2016.0,De 0 a 5 anos
4970,2010.0,De 6 a 10 anos
4971,2004.0,De 11 a 16 anos
4972,1996.0,Acima de 17 anos
4973,2012.0,De 6 a 10 anos
4974,2016.0,De 0 a 5 anos
4975,2012.0,De 6 a 10 anos
4976,1994.0,Acima de 17 anos
4977,2013.0,De 6 a 10 anos
4978,2004.0,De 11 a 16 anos
4979,2006.0,De 11 a 16 anos
4980,,
4981,2010.0,De 6 a 10 anos
4982,2007.0,De 11 a 16 anos
4983,2019.0,De 0 a 5 anos
4984,2012.0,De 6 a 10 anos
4985,2018.0,De 0 a 5 anos
4986,2011.0,De 6 a 10 anos
4987,2002.0,Acima de 17 anos
4988,2014.0,De 6 a 10 anos
4989,1997.0,Acima de 17 anos
4990,2016.0,De 0 a 5 anos
4991,2014.0,De 6 a 10 anos
4992,2007.0,De 11 a 16 anos
4993,2017.0,De 0 a 5 anos
4994,2013.0,De 6 a 10 anos
4995,2017.0,De 0 a 5 anos
4996,2019.0,De 0 a 5 anos
4997,1999.0,Acima de 17 anos
4998,2011.0,De 6 a 10 anos
4999,2000.0,Acima de 17 anos
5000,2017.0,De 0 a 5 anos
5001,2012.0,De 6 a 10 anos
5002,2006.0,De 11 a 16 anos
5003,2010.0,De 6 a 10 anos
5004,2015.0,De 0 a 5 anos
5005,1987.0,Acima de 17 anos
5006,1983.0,Acima de 17 anos
5007,2008.0,De 11 a 16 anos
5008,2015.0,De 0 a 5 anos
5009,,
5010,,
5011,1966.0,Acima de 17 anos
5012,2018.0,De 0 a 5 anos
5013,1999.0,Acima de 17 anos
5014,1979.0,Acima de 17 anos
5015,2015.0,De 0 a 5 anos
5016,,
5017,2011.0,De 6 a 10 anos
5018,1994.0,Acima de 17 anos
5019,2013.0,De 6 a 10 anos
5020,1985.0,Acima de 17 anos
5021,2011.0,De 6 a 10 anos
5022,2014.0,De 6 a 10 anos
5023,2014.0,De 6 a 10 anos
5024,2006.0,De 11 a 16 anos
5025,2008.0,De 11 a 16 anos
5026,2010.0,De 6 a 10 anos
5027,2013.0,De 6 a 10 anos
5028,2006.0,De 11 a 16 anos
5029,2010.0,De 6 a 10 anos
5030,1998.0,Acima de 17 anos
5031,2018.0,De 0 a 5 anos
5032,,
5033,1967.0,Acima de 17 anos
5034,2018.0,De 0 a 5 anos
5035,1990.0,Acima de 17 anos
5036,2009.0,De 11 a 16 anos
5037,2017.0,De 0 a 5 anos
5038,2006.0,De 11 a 16 anos
5039,2016.0,De 0 a 5 anos
5040,1990.0,Acima de 17 anos
5041,2009.0,De 11 a 16 anos
5042,2008.0,De 11 a 16 anos
5043,2000.0,Acima de 17 anos
5044,2003.0,Acima de 17 anos
5045,,
5046,1994.0,Acima de 17 anos
5047,2015.0,De 0 a 5 anos
5048,2013.0,De 6 a 10 anos
5049,2010.0,De 6 a 10 anos
5050,2012.0,De 6 a 10 anos
5051,1997.0,Acima de 17 anos
5052,1967.0,Acima de 17 anos
5053,2016.0,De 0 a 5 anos
5054,2018.0,De 0 a 5 anos
5055,2016.0,De 0 a 5 anos
5056,2006.0,De 11 a 16 anos
5057,2019.0,De 0 a 5 anos
5058,2009.0,De 11 a 16 anos
5059,2000.0,Acima de 17 anos
5060,2018.0,De 0 a 5 anos
5061,2001.0,Acima de 17 anos
5062,2016.0,De 0 a 5 anos
5063,2013.0,De 6 a 10 anos
5064,2000.0,Acima de 17 anos
5065,2001.0,Acima de 17 anos
5066,2006.0,De 11 a 16 anos
5067,2002.0,Acima de 17 anos
5068,1997.0,Acima de 17 anos
5069,2017.0,De 0 a 5 anos
5070,,
5071,2019.0,De 0 a 5 anos
5072,2003.0,Acima de 17 anos
5073,2009.0,De 11 a 16 anos
5074,1998.0,Acima de 17 anos
5075,2007.0,De 11 a 16 anos
5076,1996.0,Acima de 17 anos
5077,2019.0,De 0 a 5 anos
5078,2010.0,De 6 a 10 anos
5079,1969.0,Acima de 17 anos
5080,2012.0,De 6 a 10 anos
5081,2018.0,De 0 a 5 anos
5082,2015.0,De 0 a 5 anos
5083,2007.0,De 11 a 16 anos
5084,2019.0,De 0 a 5 anos
5085,2019.0,De 0 a 5 anos
5086,2019.0,De 0 a 5 anos
5087,2011.0,De 6 a 10 anos
5088,2015.0,De 0 a 5 anos
5089,2018.0,De 0 a 5 anos
5090,2003.0,Acima de 17 anos
5091,2017.0,De 0 a 5 anos
5092,2009.0,De 11 a 16 anos
5093,1988.0,Acima de 17 anos
5094,2008.0,De 11 a 16 anos
5095,1998.0,Acima de 17 anos
5096,,
5097,,
5098,2018.0,De 0 a 5 anos
5099,2019.0,De 0 a 5 anos
5100,1999.0,Acima de 17 anos
5101,2001.0,Acima de 17 anos
5102,2019.0,De 0 a 5 anos
5103,1991.0,Acima de 17 anos
5104,,
5105,2000.0,Acima de 17 anos
5106,2019.0,De 0 a 5 anos
5107,2011.0,De 6 a 10 anos
5108,1992.0,Acima de 17 anos
5109,2016.0,De 0 a 5 anos
5110,1986.0,Acima de 17 anos
5111,1991.0,Acima de 17 anos
5112,2014.0,De 6 a 10 anos
5113,2019.0,De 0 a 5 anos
5114,2005.0,De 11 a 16 anos
5115,1990.0,Acima de 17 anos
5116,2007.0,De 11 a 16 anos
5117,2013.0,De 6 a 10 anos
5118,2012.0,De 6 a 10 anos
5119,1992.0,Acima de 17 anos
5120,2009.0,De 11 a 16 anos
5121,2003.0,Acima de 17 anos
5122,2018.0,De 0 a 5 anos
5123,2005.0,De 11 a 16 anos
5124,2010.0,De 6 a 10 anos
5125,2000.0,Acima de 17 anos
5126,2008.0,De 11 a 16 anos
5127,2015.0,De 0 a 5 anos
5128,,
5129,1979.0,Acima de 17 anos
5130,,
5131,2008.0,De 11 a 16 anos
5132,2009.0,De 11 a 16 anos
5133,2014.0,De 6 a 10 anos
5134,1995.0,Acima de 17 anos
5135,2015.0,De 0 a 5 anos
5136,1994.0,Acima de 17 anos
5137,2001.0,Acima de 17 anos
5138,2005.0,De 11 a 16 anos
5139,2013.0,De 6 a 10 anos
5140,2005.0,De 11 a 16 anos
5141,2019.0,De 0 a 5 anos
5142,2017.0,De 0 a 5 anos
5143,2010.0,De 6 a 10 anos
5144,2015.0,De 0 a 5 anos
5145,1999.0,Acima de 17 anos
5146,2018.0,De 0 a 5 anos
5147,,
5148,2010.0,De 6 a 10 anos
5149,2015.0,De 0 a 5 anos
5150,2000.0,Acima de 17 anos
5151,2010.0,De 6 a 10 anos
5152,2015.0,De 0 a 5 anos
5153,2011.0,De 6 a 10 anos
5154,1998.0,Acima de 17 anos
5155,,
5156,2008.0,De 11 a 16 anos
5157,2016.0,De 0 a 5 anos
5158,2016.0,De 0 a 5 anos
5159,2007.0,De 11 a 16 anos
5160,1991.0,Acima de 17 anos
5161,2015.0,De 0 a 5 anos
5162,1992.0,Acima de 17 anos
5163,2005.0,De 11 a 16 anos
5164,2010.0,De 6 a 10 anos
5165,2015.0,De 0 a 5 anos
5166,2011.0,De 6 a 10 anos
5167,,
5168,2002.0,Acima de 17 anos
5169,2012.0,De 6 a 10 anos
5170,2012.0,De 6 a 10 anos
5171,2010.0,De 6 a 10 anos
5172,2015.0,De 0 a 5 anos
5173,2012.0,De 6 a 10 anos
5174,2002.0,Acima de 17 anos
5175,1971.0,Acima de 17 anos
5176,2003.0,Acima de 17 anos
5177,2016.0,De 0 a 5 anos
5178,2016.0,De 0 a 5 anos
5179,,
5180,,
5181,2018.0,De 0 a 5 anos
5182,2012.0,De 6 a 10 anos
5183,2004.0,De 11 a 16 anos
5184,2005.0,De 11 a 16 anos
5185,2012.0,De 6 a 10 anos
5186,2010.0,De 6 a 10 anos
5187,2002.0,Acima de 17 anos
5188,1969.0,Acima de 17 anos
5189,,
5190,2008.0,De 11 a 16 anos
5191,,
5192,2014.0,De 6 a 10 anos
5193,2010.0,De 6 a 10 anos
5194,1970.0,Acima de 17 anos
5195,2008.0,De 11 a 16 anos
5196,2016.0,De 0 a 5 anos
5197,2017.0,De 0 a 5 anos
5198,2015.0,De 0 a 5 anos
5199,2009.0,De 11 a 16 anos
5200,2017.0,De 0 a 5 anos
5201,2008.0,De 11 a 16 anos
5202,2019.0,De 0 a 5 anos
5203,1993.0,Acima de 17 anos
5204,2009.0,De 11 a 16 anos
5205,2013.0,De 6 a 10 anos
5206,2014.0,De 6 a 10 anos
5207,1000.0,Acima de 17 anos
5208,,
5209,,
5210,2016.0,De 0 a 5 anos
5211,2017.0,De 0 a 5 anos
5212,2012.0,De 6 a 10 anos
5213,2014.0,De 6 a 10 anos
5214,2003.0,Acima de 17 anos
5215,1998.0,Acima de 17 anos
5216,2003.0,Acima de 17 anos
5217,,
5218,,
5219,2012.0,De 6 a 10 anos
5220,2016.0,De 0 a 5 anos
5221,1992.0,Acima de 17 anos
5222,2000.0,Acima de 17 anos
5223,2019.0,De 0 a 5 anos
5224,1988.0,Acima de 17 anos
5225,2016.0,De 0 a 5 anos
5226,2013.0,De 6 a 10 anos
5227,2019.0,De 0 a 5 anos
5228,2000.0,Acima de 17 anos
5229,2012.0,De 6 a 10 anos
5230,2015.0,De 0 a 5 anos
5231,2004.0,De 11 a 16 anos
5232,2015.0,De 0 a 5 anos
5233,2010.0,De 6 a 10 anos
5234,2018.0,De 0 a 5 anos
5235,2017.0,De 0 a 5 anos
5236,,
5237,1992.0,Acima de 17 anos
5238,,
5239,2018.0,De 0 a 5 anos
5240,2009.0,De 11 a 16 anos
5241,1989.0,Acima de 17 anos
5242,1991.0,Acima de 17 anos
5243,2004.0,De 11 a 16 anos
5244,2017.0,De 0 a 5 anos
5245,2001.0,Acima de 17 anos
5246,1971.0,Acima de 17 anos
5247,2016.0,De 0 a 5 anos
5248,2012.0,De 6 a 10 anos
5249,2016.0,De 0 a 5 anos
5250,2011.0,De 6 a 10 anos
5251,2013.0,De 6 a 10 anos
5252,2001.0,Acima de 17 anos
5253,2007.0,De 11 a 16 anos
5254,2016.0,De 0 a 5 anos
5255,2016.0,De 0 a 5 anos
5256,,
5257,2019.0,De 0 a 5 anos
5258,2002.0,Acima de 17 anos
5259,2015.0,De 0 a 5 anos
5260,2002.0,Acima de 17 anos
5261,2008.0,De 11 a 16 anos
5262,2018.0,De 0 a 5 anos
5263,2014.0,De 6 a 10 anos
5264,2003.0,Acima de 17 anos
5265,2014.0,De 6 a 10 anos
5266,2019.0,De 0 a 5 anos
5267,2007.0,De 11 a 16 anos
5268,2008.0,De 11 a 16 anos
5269,2019.0,De 0 a 5 anos
5270,2007.0,De 11 a 16 anos
5271,1993.0,Acima de 17 anos
5272,2014.0,De 6 a 10 anos
5273,2005.0,De 11 a 16 anos
5274,2018.0,De 0 a 5 anos
