,anoFundacao,intervaloFundacao
818,2016.0,De 0 a 5 anos
819,2018.0,De 0 a 5 anos
820,1947.0,Acima de 17 anos
821,1998.0,Acima de 17 anos
822,2007.0,De 11 a 16 anos
823,2013.0,De 6 a 10 anos
824,2013.0,De 6 a 10 anos
825,,
826,1991.0,Acima de 17 anos
827,2000.0,Acima de 17 anos
828,1982.0,Acima de 17 anos
829,2011.0,De 6 a 10 anos
830,,
831,2013.0,De 6 a 10 anos
832,2001.0,Acima de 17 anos
833,2018.0,De 0 a 5 anos
834,2005.0,De 11 a 16 anos
835,2008.0,De 11 a 16 anos
836,2005.0,De 11 a 16 anos
837,2012.0,De 6 a 10 anos
838,1984.0,Acima de 17 anos
839,1996.0,Acima de 17 anos
840,2016.0,De 0 a 5 anos
841,2001.0,Acima de 17 anos
842,1957.0,Acima de 17 anos
843,2008.0,De 11 a 16 anos
844,2014.0,De 6 a 10 anos
845,2003.0,Acima de 17 anos
846,2007.0,De 11 a 16 anos
847,2004.0,De 11 a 16 anos
848,2011.0,De 6 a 10 anos
849,1995.0,Acima de 17 anos
850,1999.0,Acima de 17 anos
851,1997.0,Acima de 17 anos
852,2013.0,De 6 a 10 anos
853,1994.0,Acima de 17 anos
854,1972.0,Acima de 17 anos
855,2014.0,De 6 a 10 anos
856,,
857,2014.0,De 6 a 10 anos
858,2012.0,De 6 a 10 anos
859,2011.0,De 6 a 10 anos
860,1991.0,Acima de 17 anos
861,1996.0,Acima de 17 anos
862,2014.0,De 6 a 10 anos
863,2003.0,Acima de 17 anos
864,2016.0,De 0 a 5 anos
865,2002.0,Acima de 17 anos
866,2009.0,De 11 a 16 anos
867,2011.0,De 6 a 10 anos
868,2017.0,De 0 a 5 anos
869,2014.0,De 6 a 10 anos
870,2001.0,Acima de 17 anos
871,,
872,2011.0,De 6 a 10 anos
873,2011.0,De 6 a 10 anos
874,2016.0,De 0 a 5 anos
875,2006.0,De 11 a 16 anos
876,2015.0,De 0 a 5 anos
877,2011.0,De 6 a 10 anos
878,2003.0,Acima de 17 anos
879,2010.0,De 6 a 10 anos
880,2018.0,De 0 a 5 anos
881,2010.0,De 6 a 10 anos
882,2004.0,De 11 a 16 anos
883,2005.0,De 11 a 16 anos
884,2013.0,De 6 a 10 anos
885,1997.0,Acima de 17 anos
886,2003.0,Acima de 17 anos
887,2001.0,Acima de 17 anos
888,2008.0,De 11 a 16 anos
889,1983.0,Acima de 17 anos
890,2009.0,De 11 a 16 anos
891,1991.0,Acima de 17 anos
892,2003.0,Acima de 17 anos
893,2015.0,De 0 a 5 anos
894,2013.0,De 6 a 10 anos
895,1951.0,Acima de 17 anos
896,1999.0,Acima de 17 anos
897,2002.0,Acima de 17 anos
898,,
899,1999.0,Acima de 17 anos
900,2015.0,De 0 a 5 anos
901,2005.0,De 11 a 16 anos
902,2010.0,De 6 a 10 anos
903,1998.0,Acima de 17 anos
904,2014.0,De 6 a 10 anos
905,2006.0,De 11 a 16 anos
906,2015.0,De 0 a 5 anos
907,1998.0,Acima de 17 anos
908,2005.0,De 11 a 16 anos
909,2009.0,De 11 a 16 anos
910,2012.0,De 6 a 10 anos
911,,
912,2008.0,De 11 a 16 anos
913,2010.0,De 6 a 10 anos
914,2000.0,Acima de 17 anos
915,2011.0,De 6 a 10 anos
916,2014.0,De 6 a 10 anos
917,1997.0,Acima de 17 anos
918,2013.0,De 6 a 10 anos
919,2006.0,De 11 a 16 anos
920,,
921,1988.0,Acima de 17 anos
922,2014.0,De 6 a 10 anos
923,1991.0,Acima de 17 anos
924,2017.0,De 0 a 5 anos
925,1999.0,Acima de 17 anos
926,2007.0,De 11 a 16 anos
927,2009.0,De 11 a 16 anos
928,2016.0,De 0 a 5 anos
929,2010.0,De 6 a 10 anos
930,2015.0,De 0 a 5 anos
931,2012.0,De 6 a 10 anos
932,2007.0,De 11 a 16 anos
933,2007.0,De 11 a 16 anos
934,1998.0,Acima de 17 anos
935,2011.0,De 6 a 10 anos
936,2018.0,De 0 a 5 anos
937,1987.0,Acima de 17 anos
938,2002.0,Acima de 17 anos
939,2018.0,De 0 a 5 anos
940,1991.0,Acima de 17 anos
941,2014.0,De 6 a 10 anos
942,2018.0,De 0 a 5 anos
943,2013.0,De 6 a 10 anos
944,1994.0,Acima de 17 anos
945,2016.0,De 0 a 5 anos
946,1991.0,Acima de 17 anos
947,2017.0,De 0 a 5 anos
948,2018.0,De 0 a 5 anos
949,2014.0,De 6 a 10 anos
950,2011.0,De 6 a 10 anos
951,1985.0,Acima de 17 anos
952,2011.0,De 6 a 10 anos
953,2015.0,De 0 a 5 anos
954,2016.0,De 0 a 5 anos
955,1992.0,Acima de 17 anos
956,2017.0,De 0 a 5 anos
957,2000.0,Acima de 17 anos
958,1979.0,Acima de 17 anos
959,2015.0,De 0 a 5 anos
960,1993.0,Acima de 17 anos
961,2006.0,De 11 a 16 anos
962,2018.0,De 0 a 5 anos
963,2018.0,De 0 a 5 anos
964,2004.0,De 11 a 16 anos
965,2017.0,De 0 a 5 anos
966,2003.0,Acima de 17 anos
967,2006.0,De 11 a 16 anos
968,2017.0,De 0 a 5 anos
969,2011.0,De 6 a 10 anos
970,2014.0,De 6 a 10 anos
971,2007.0,De 11 a 16 anos
972,2010.0,De 6 a 10 anos
973,2012.0,De 6 a 10 anos
974,2011.0,De 6 a 10 anos
975,2004.0,De 11 a 16 anos
976,2013.0,De 6 a 10 anos
977,2006.0,De 11 a 16 anos
978,2014.0,De 6 a 10 anos
979,2018.0,De 0 a 5 anos
980,2011.0,De 6 a 10 anos
981,2013.0,De 6 a 10 anos
982,2018.0,De 0 a 5 anos
983,1998.0,Acima de 17 anos
984,1996.0,Acima de 17 anos
985,2006.0,De 11 a 16 anos
986,2003.0,Acima de 17 anos
987,2003.0,Acima de 17 anos
988,1986.0,Acima de 17 anos
989,2013.0,De 6 a 10 anos
990,1994.0,Acima de 17 anos
991,1998.0,Acima de 17 anos
992,2014.0,De 6 a 10 anos
993,2013.0,De 6 a 10 anos
994,1986.0,Acima de 17 anos
995,2016.0,De 0 a 5 anos
996,2014.0,De 6 a 10 anos
997,1981.0,Acima de 17 anos
998,2009.0,De 11 a 16 anos
999,2010.0,De 6 a 10 anos
1000,2018.0,De 0 a 5 anos
1001,2008.0,De 11 a 16 anos
1002,1999.0,Acima de 17 anos
1003,2009.0,De 11 a 16 anos
1004,1991.0,Acima de 17 anos
1005,1994.0,Acima de 17 anos
1006,1991.0,Acima de 17 anos
1007,1978.0,Acima de 17 anos
1008,1998.0,Acima de 17 anos
1009,2010.0,De 6 a 10 anos
1010,2001.0,Acima de 17 anos
1011,1996.0,Acima de 17 anos
1012,2007.0,De 11 a 16 anos
1013,1994.0,Acima de 17 anos
1014,1980.0,Acima de 17 anos
1015,2008.0,De 11 a 16 anos
1016,2017.0,De 0 a 5 anos
1017,2009.0,De 11 a 16 anos
1018,1990.0,Acima de 17 anos
1019,2017.0,De 0 a 5 anos
1020,2008.0,De 11 a 16 anos
1021,1995.0,Acima de 17 anos
1022,1996.0,Acima de 17 anos
1023,2000.0,Acima de 17 anos
1024,2008.0,De 11 a 16 anos
1025,2011.0,De 6 a 10 anos
1026,1994.0,Acima de 17 anos
1027,1998.0,Acima de 17 anos
1028,2012.0,De 6 a 10 anos
1029,1988.0,Acima de 17 anos
1030,1994.0,Acima de 17 anos
1031,2016.0,De 0 a 5 anos
1032,2008.0,De 11 a 16 anos
1033,2014.0,De 6 a 10 anos
1034,2011.0,De 6 a 10 anos
1035,2010.0,De 6 a 10 anos
1036,2000.0,Acima de 17 anos
1037,1998.0,Acima de 17 anos
1038,2017.0,De 0 a 5 anos
1039,2001.0,Acima de 17 anos
1040,1988.0,Acima de 17 anos
1041,2016.0,De 0 a 5 anos
1042,2002.0,Acima de 17 anos
1043,2005.0,De 11 a 16 anos
1044,2003.0,Acima de 17 anos
1045,2007.0,De 11 a 16 anos
1046,1993.0,Acima de 17 anos
1047,2002.0,Acima de 17 anos
1048,2013.0,De 6 a 10 anos
1049,2000.0,Acima de 17 anos
1050,2009.0,De 11 a 16 anos
1051,1997.0,Acima de 17 anos
1052,1966.0,Acima de 17 anos
1053,2018.0,De 0 a 5 anos
1054,2000.0,Acima de 17 anos
1055,1990.0,Acima de 17 anos
1056,2000.0,Acima de 17 anos
1057,2013.0,De 6 a 10 anos
1058,2008.0,De 11 a 16 anos
1059,2003.0,Acima de 17 anos
1060,2011.0,De 6 a 10 anos
1061,2012.0,De 6 a 10 anos
1062,2011.0,De 6 a 10 anos
1063,2014.0,De 6 a 10 anos
1064,2013.0,De 6 a 10 anos
1065,2017.0,De 0 a 5 anos
1066,2000.0,Acima de 17 anos
1067,1989.0,Acima de 17 anos
1068,2002.0,Acima de 17 anos
1069,2015.0,De 0 a 5 anos
1070,2015.0,De 0 a 5 anos
1071,1999.0,Acima de 17 anos
1072,2017.0,De 0 a 5 anos
1073,2016.0,De 0 a 5 anos
1074,2019.0,De 0 a 5 anos
1075,1984.0,Acima de 17 anos
1076,2012.0,De 6 a 10 anos
1077,2012.0,De 6 a 10 anos
1078,2014.0,De 6 a 10 anos
1079,2012.0,De 6 a 10 anos
1080,2006.0,De 11 a 16 anos
1081,2013.0,De 6 a 10 anos
1082,2013.0,De 6 a 10 anos
1083,2010.0,De 6 a 10 anos
1084,2015.0,De 0 a 5 anos
1085,2012.0,De 6 a 10 anos
1086,2009.0,De 11 a 16 anos
1087,2009.0,De 11 a 16 anos
1088,2019.0,De 0 a 5 anos
1089,1987.0,Acima de 17 anos
1090,2004.0,De 11 a 16 anos
1091,2009.0,De 11 a 16 anos
1092,2011.0,De 6 a 10 anos
1093,2016.0,De 0 a 5 anos
1094,2005.0,De 11 a 16 anos
1095,2019.0,De 0 a 5 anos
1096,2011.0,De 6 a 10 anos
1097,2014.0,De 6 a 10 anos
1098,1993.0,Acima de 17 anos
1099,2015.0,De 0 a 5 anos
1100,2007.0,De 11 a 16 anos
1101,2016.0,De 0 a 5 anos
1102,2005.0,De 11 a 16 anos
1103,1984.0,Acima de 17 anos
1104,1996.0,Acima de 17 anos
1105,1996.0,Acima de 17 anos
1106,2018.0,De 0 a 5 anos
1107,2017.0,De 0 a 5 anos
1108,2017.0,De 0 a 5 anos
1109,2008.0,De 11 a 16 anos
1110,2006.0,De 11 a 16 anos
1111,2000.0,Acima de 17 anos
1112,2018.0,De 0 a 5 anos
1113,2011.0,De 6 a 10 anos
1114,2010.0,De 6 a 10 anos
1115,2006.0,De 11 a 16 anos
1116,2008.0,De 11 a 16 anos
1117,1986.0,Acima de 17 anos
1118,2016.0,De 0 a 5 anos
1119,1995.0,Acima de 17 anos
1120,2013.0,De 6 a 10 anos
1121,2000.0,Acima de 17 anos
1122,2002.0,Acima de 17 anos
1123,1997.0,Acima de 17 anos
1124,1999.0,Acima de 17 anos
1125,1947.0,Acima de 17 anos
1126,2009.0,De 11 a 16 anos
1127,1956.0,Acima de 17 anos
1128,1996.0,Acima de 17 anos
1129,1990.0,Acima de 17 anos
1130,2006.0,De 11 a 16 anos
1131,1997.0,Acima de 17 anos
1132,2014.0,De 6 a 10 anos
1133,2017.0,De 0 a 5 anos
1134,2003.0,Acima de 17 anos
1135,1986.0,Acima de 17 anos
1136,2015.0,De 0 a 5 anos
1137,2009.0,De 11 a 16 anos
1138,2012.0,De 6 a 10 anos
1139,2015.0,De 0 a 5 anos
1140,2016.0,De 0 a 5 anos
1141,2007.0,De 11 a 16 anos
1142,2003.0,Acima de 17 anos
1143,2018.0,De 0 a 5 anos
1144,1999.0,Acima de 17 anos
1145,2005.0,De 11 a 16 anos
1146,1984.0,Acima de 17 anos
1147,1993.0,Acima de 17 anos
1148,1993.0,Acima de 17 anos
1149,1991.0,Acima de 17 anos
1150,2015.0,De 0 a 5 anos
1151,2013.0,De 6 a 10 anos
1152,1991.0,Acima de 17 anos
1153,1998.0,Acima de 17 anos
1154,1997.0,Acima de 17 anos
1155,2003.0,Acima de 17 anos
1156,2018.0,De 0 a 5 anos
1157,2009.0,De 11 a 16 anos
1158,2010.0,De 6 a 10 anos
1159,2015.0,De 0 a 5 anos
1160,,
1161,2012.0,De 6 a 10 anos
1162,2014.0,De 6 a 10 anos
1163,2003.0,Acima de 17 anos
1164,2015.0,De 0 a 5 anos
1165,2010.0,De 6 a 10 anos
1166,2010.0,De 6 a 10 anos
1167,2003.0,Acima de 17 anos
1168,2015.0,De 0 a 5 anos
1169,2013.0,De 6 a 10 anos
1170,2018.0,De 0 a 5 anos
1171,1998.0,Acima de 17 anos
1172,2001.0,Acima de 17 anos
1173,2013.0,De 6 a 10 anos
1174,2017.0,De 0 a 5 anos
1175,2017.0,De 0 a 5 anos
1176,2003.0,Acima de 17 anos
1177,1997.0,Acima de 17 anos
1178,2006.0,De 11 a 16 anos
1179,1996.0,Acima de 17 anos
1180,1982.0,Acima de 17 anos
1181,2017.0,De 0 a 5 anos
1182,2016.0,De 0 a 5 anos
1183,2019.0,De 0 a 5 anos
1184,2015.0,De 0 a 5 anos
1185,2008.0,De 11 a 16 anos
1186,1992.0,Acima de 17 anos
1187,2004.0,De 11 a 16 anos
1188,2004.0,De 11 a 16 anos
1189,1989.0,Acima de 17 anos
1190,2015.0,De 0 a 5 anos
1191,2009.0,De 11 a 16 anos
1192,2015.0,De 0 a 5 anos
1193,2000.0,Acima de 17 anos
1194,,
1195,2011.0,De 6 a 10 anos
1196,1997.0,Acima de 17 anos
1197,,
1198,2015.0,De 0 a 5 anos
1199,2017.0,De 0 a 5 anos
1200,2006.0,De 11 a 16 anos
1201,2011.0,De 6 a 10 anos
1202,2006.0,De 11 a 16 anos
1203,2012.0,De 6 a 10 anos
1204,2016.0,De 0 a 5 anos
1205,2001.0,Acima de 17 anos
1206,2012.0,De 6 a 10 anos
1207,2012.0,De 6 a 10 anos
1208,2003.0,Acima de 17 anos
1209,1999.0,Acima de 17 anos
1210,1999.0,Acima de 17 anos
1211,2018.0,De 0 a 5 anos
1212,2013.0,De 6 a 10 anos
1213,1994.0,Acima de 17 anos
1214,,
1215,2010.0,De 6 a 10 anos
1216,1987.0,Acima de 17 anos
1217,2016.0,De 0 a 5 anos
1218,2008.0,De 11 a 16 anos
1219,2013.0,De 6 a 10 anos
1220,2009.0,De 11 a 16 anos
1221,2004.0,De 11 a 16 anos
1222,2001.0,Acima de 17 anos
1223,2007.0,De 11 a 16 anos
1224,2018.0,De 0 a 5 anos
1225,2018.0,De 0 a 5 anos
1226,1972.0,Acima de 17 anos
1227,2013.0,De 6 a 10 anos
1228,1990.0,Acima de 17 anos
1229,2009.0,De 11 a 16 anos
1230,2007.0,De 11 a 16 anos
1231,2018.0,De 0 a 5 anos
1232,1996.0,Acima de 17 anos
1233,2001.0,Acima de 17 anos
1234,2007.0,De 11 a 16 anos
1235,2012.0,De 6 a 10 anos
1236,2007.0,De 11 a 16 anos
1237,2008.0,De 11 a 16 anos
1238,2011.0,De 6 a 10 anos
1239,2015.0,De 0 a 5 anos
1240,1998.0,Acima de 17 anos
1241,1988.0,Acima de 17 anos
1242,2008.0,De 11 a 16 anos
1243,2012.0,De 6 a 10 anos
1244,2017.0,De 0 a 5 anos
1245,2008.0,De 11 a 16 anos
1246,1990.0,Acima de 17 anos
1247,2012.0,De 6 a 10 anos
1248,2017.0,De 0 a 5 anos
1249,2016.0,De 0 a 5 anos
1250,2000.0,Acima de 17 anos
1251,2011.0,De 6 a 10 anos
1252,2017.0,De 0 a 5 anos
1253,2000.0,Acima de 17 anos
1254,2013.0,De 6 a 10 anos
1255,2015.0,De 0 a 5 anos
1256,2014.0,De 6 a 10 anos
1257,2007.0,De 11 a 16 anos
1258,1999.0,Acima de 17 anos
1259,2008.0,De 11 a 16 anos
1260,2004.0,De 11 a 16 anos
1261,2008.0,De 11 a 16 anos
1262,2016.0,De 0 a 5 anos
1263,2004.0,De 11 a 16 anos
1264,2017.0,De 0 a 5 anos
1265,2001.0,Acima de 17 anos
1266,1984.0,Acima de 17 anos
1267,2018.0,De 0 a 5 anos
1268,2010.0,De 6 a 10 anos
1269,2012.0,De 6 a 10 anos
1270,2012.0,De 6 a 10 anos
1271,2014.0,De 6 a 10 anos
1272,2010.0,De 6 a 10 anos
1273,1987.0,Acima de 17 anos
1274,2010.0,De 6 a 10 anos
1275,1998.0,Acima de 17 anos
1276,2013.0,De 6 a 10 anos
1277,2008.0,De 11 a 16 anos
1278,2008.0,De 11 a 16 anos
1279,1990.0,Acima de 17 anos
1280,2010.0,De 6 a 10 anos
1281,2003.0,Acima de 17 anos
1282,2006.0,De 11 a 16 anos
1283,2010.0,De 6 a 10 anos
1284,2009.0,De 11 a 16 anos
1285,1998.0,Acima de 17 anos
1286,2017.0,De 0 a 5 anos
1287,2011.0,De 6 a 10 anos
1288,2003.0,Acima de 17 anos
1289,2001.0,Acima de 17 anos
1290,2009.0,De 11 a 16 anos
1291,2000.0,Acima de 17 anos
1292,2008.0,De 11 a 16 anos
1293,1990.0,Acima de 17 anos
1294,2017.0,De 0 a 5 anos
1295,,
1296,2016.0,De 0 a 5 anos
1297,2015.0,De 0 a 5 anos
1298,2008.0,De 11 a 16 anos
1299,2014.0,De 6 a 10 anos
1300,2017.0,De 0 a 5 anos
1301,2018.0,De 0 a 5 anos
1302,2015.0,De 0 a 5 anos
1303,1981.0,Acima de 17 anos
1304,2011.0,De 6 a 10 anos
1305,2012.0,De 6 a 10 anos
1306,2005.0,De 11 a 16 anos
1307,2017.0,De 0 a 5 anos
1308,2006.0,De 11 a 16 anos
1309,2013.0,De 6 a 10 anos
1310,1985.0,Acima de 17 anos
1311,2015.0,De 0 a 5 anos
1312,2000.0,Acima de 17 anos
1313,2004.0,De 11 a 16 anos
1314,2016.0,De 0 a 5 anos
1315,2008.0,De 11 a 16 anos
1316,2010.0,De 6 a 10 anos
1317,2016.0,De 0 a 5 anos
1318,2013.0,De 6 a 10 anos
1319,2009.0,De 11 a 16 anos
1320,2013.0,De 6 a 10 anos
1321,,
1322,2014.0,De 6 a 10 anos
1323,2012.0,De 6 a 10 anos
1324,2009.0,De 11 a 16 anos
1325,2010.0,De 6 a 10 anos
1326,2017.0,De 0 a 5 anos
1327,1997.0,Acima de 17 anos
1328,2005.0,De 11 a 16 anos
1329,2001.0,Acima de 17 anos
1330,,
1331,2015.0,De 0 a 5 anos
1332,2009.0,De 11 a 16 anos
1333,2011.0,De 6 a 10 anos
1334,2002.0,Acima de 17 anos
1335,2001.0,Acima de 17 anos
1336,2017.0,De 0 a 5 anos
1337,2005.0,De 11 a 16 anos
1338,2006.0,De 11 a 16 anos
1339,1972.0,Acima de 17 anos
1340,1996.0,Acima de 17 anos
1341,2009.0,De 11 a 16 anos
1342,2009.0,De 11 a 16 anos
1343,2019.0,De 0 a 5 anos
1344,2000.0,Acima de 17 anos
1345,2017.0,De 0 a 5 anos
1346,1984.0,Acima de 17 anos
1347,2010.0,De 6 a 10 anos
1348,,
1349,2011.0,De 6 a 10 anos
1350,2017.0,De 0 a 5 anos
1351,1962.0,Acima de 17 anos
1352,2016.0,De 0 a 5 anos
1353,2006.0,De 11 a 16 anos
1354,2006.0,De 11 a 16 anos
1355,1998.0,Acima de 17 anos
1356,2017.0,De 0 a 5 anos
1357,2010.0,De 6 a 10 anos
1358,1990.0,Acima de 17 anos
1359,1999.0,Acima de 17 anos
1360,1971.0,Acima de 17 anos
1361,2018.0,De 0 a 5 anos
1362,2013.0,De 6 a 10 anos
1363,2015.0,De 0 a 5 anos
1364,2010.0,De 6 a 10 anos
1365,2015.0,De 0 a 5 anos
1366,2013.0,De 6 a 10 anos
1367,2019.0,De 0 a 5 anos
1368,2010.0,De 6 a 10 anos
1369,1990.0,Acima de 17 anos
1370,1993.0,Acima de 17 anos
1371,2005.0,De 11 a 16 anos
1372,2006.0,De 11 a 16 anos
1373,2013.0,De 6 a 10 anos
1374,2015.0,De 0 a 5 anos
1375,2011.0,De 6 a 10 anos
1376,1996.0,Acima de 17 anos
1377,2010.0,De 6 a 10 anos
1378,2000.0,Acima de 17 anos
1379,2015.0,De 0 a 5 anos
1380,2009.0,De 11 a 16 anos
1381,2018.0,De 0 a 5 anos
1382,2014.0,De 6 a 10 anos
1383,1979.0,Acima de 17 anos
1384,2008.0,De 11 a 16 anos
1385,2010.0,De 6 a 10 anos
1386,,
1387,2017.0,De 0 a 5 anos
1388,2019.0,De 0 a 5 anos
1389,2018.0,De 0 a 5 anos
1390,2013.0,De 6 a 10 anos
1391,2009.0,De 11 a 16 anos
1392,2016.0,De 0 a 5 anos
1393,1998.0,Acima de 17 anos
1394,2006.0,De 11 a 16 anos
1395,1989.0,Acima de 17 anos
1396,2003.0,Acima de 17 anos
1397,2008.0,De 11 a 16 anos
1398,1984.0,Acima de 17 anos
1399,2013.0,De 6 a 10 anos
1400,1972.0,Acima de 17 anos
1401,2009.0,De 11 a 16 anos
1402,2014.0,De 6 a 10 anos
1403,2009.0,De 11 a 16 anos
1404,1997.0,Acima de 17 anos
1405,2002.0,Acima de 17 anos
1406,2006.0,De 11 a 16 anos
1407,2012.0,De 6 a 10 anos
1408,2016.0,De 0 a 5 anos
1409,2008.0,De 11 a 16 anos
1410,1982.0,Acima de 17 anos
1411,2009.0,De 11 a 16 anos
1412,2008.0,De 11 a 16 anos
1413,1998.0,Acima de 17 anos
1414,1997.0,Acima de 17 anos
1415,2011.0,De 6 a 10 anos
1416,2013.0,De 6 a 10 anos
1417,1985.0,Acima de 17 anos
1418,1984.0,Acima de 17 anos
1419,2017.0,De 0 a 5 anos
1420,2011.0,De 6 a 10 anos
1421,1995.0,Acima de 17 anos
1422,,
1423,1995.0,Acima de 17 anos
1424,2000.0,Acima de 17 anos
1425,2018.0,De 0 a 5 anos
1426,2006.0,De 11 a 16 anos
1427,2015.0,De 0 a 5 anos
1428,2001.0,Acima de 17 anos
1429,2018.0,De 0 a 5 anos
1430,2018.0,De 0 a 5 anos
1431,2004.0,De 11 a 16 anos
1432,2006.0,De 11 a 16 anos
1433,1986.0,Acima de 17 anos
1434,2001.0,Acima de 17 anos
1435,2006.0,De 11 a 16 anos
1436,1979.0,Acima de 17 anos
1437,2017.0,De 0 a 5 anos
1438,1999.0,Acima de 17 anos
1439,2009.0,De 11 a 16 anos
1440,2013.0,De 6 a 10 anos
1441,1982.0,Acima de 17 anos
1442,2008.0,De 11 a 16 anos
1443,2015.0,De 0 a 5 anos
1444,2013.0,De 6 a 10 anos
1445,2016.0,De 0 a 5 anos
1446,1998.0,Acima de 17 anos
1447,1998.0,Acima de 17 anos
1448,1994.0,Acima de 17 anos
1449,2004.0,De 11 a 16 anos
1450,2012.0,De 6 a 10 anos
1451,2017.0,De 0 a 5 anos
1452,2008.0,De 11 a 16 anos
1453,1999.0,Acima de 17 anos
1454,2016.0,De 0 a 5 anos
1455,2018.0,De 0 a 5 anos
1456,2000.0,Acima de 17 anos
1457,2002.0,Acima de 17 anos
1458,1984.0,Acima de 17 anos
1459,1967.0,Acima de 17 anos
1460,2012.0,De 6 a 10 anos
1461,2014.0,De 6 a 10 anos
1462,,
1463,2008.0,De 11 a 16 anos
1464,2008.0,De 11 a 16 anos
1465,2012.0,De 6 a 10 anos
1466,2016.0,De 0 a 5 anos
1467,2019.0,De 0 a 5 anos
1468,2013.0,De 6 a 10 anos
1469,1984.0,Acima de 17 anos
1470,2009.0,De 11 a 16 anos
1471,2015.0,De 0 a 5 anos
1472,2016.0,De 0 a 5 anos
1473,2017.0,De 0 a 5 anos
1474,1988.0,Acima de 17 anos
1475,2005.0,De 11 a 16 anos
1476,1988.0,Acima de 17 anos
1477,2016.0,De 0 a 5 anos
1478,2011.0,De 6 a 10 anos
1479,2001.0,Acima de 17 anos
1480,2011.0,De 6 a 10 anos
1481,1988.0,Acima de 17 anos
1482,2004.0,De 11 a 16 anos
1483,2012.0,De 6 a 10 anos
1484,2012.0,De 6 a 10 anos
1485,1999.0,Acima de 17 anos
1486,2007.0,De 11 a 16 anos
1487,2009.0,De 11 a 16 anos
1488,1984.0,Acima de 17 anos
1489,2009.0,De 11 a 16 anos
1490,2001.0,Acima de 17 anos
1491,2010.0,De 6 a 10 anos
1492,1992.0,Acima de 17 anos
1493,1996.0,Acima de 17 anos
1494,2004.0,De 11 a 16 anos
1495,2015.0,De 0 a 5 anos
1496,2003.0,Acima de 17 anos
1497,1990.0,Acima de 17 anos
1498,2010.0,De 6 a 10 anos
1499,2009.0,De 11 a 16 anos
1500,2008.0,De 11 a 16 anos
1501,1995.0,Acima de 17 anos
1502,1996.0,Acima de 17 anos
1503,,
1504,1997.0,Acima de 17 anos
1505,2013.0,De 6 a 10 anos
1506,2010.0,De 6 a 10 anos
1507,2007.0,De 11 a 16 anos
1508,1990.0,Acima de 17 anos
1509,1995.0,Acima de 17 anos
1510,2015.0,De 0 a 5 anos
1511,2007.0,De 11 a 16 anos
1512,2012.0,De 6 a 10 anos
1513,2015.0,De 0 a 5 anos
1514,2019.0,De 0 a 5 anos
1515,1988.0,Acima de 17 anos
1516,1986.0,Acima de 17 anos
1517,2015.0,De 0 a 5 anos
1518,2011.0,De 6 a 10 anos
1519,,
1520,1996.0,Acima de 17 anos
1521,,
1522,1966.0,Acima de 17 anos
1523,2006.0,De 11 a 16 anos
1524,2012.0,De 6 a 10 anos
1525,1986.0,Acima de 17 anos
1526,2013.0,De 6 a 10 anos
1527,2018.0,De 0 a 5 anos
1528,2015.0,De 0 a 5 anos
1529,,
1530,1990.0,Acima de 17 anos
1531,2006.0,De 11 a 16 anos
1532,2000.0,Acima de 17 anos
1533,2016.0,De 0 a 5 anos
1534,1000.0,Acima de 17 anos
1535,2011.0,De 6 a 10 anos
1536,1979.0,Acima de 17 anos
1537,2017.0,De 0 a 5 anos
1538,2004.0,De 11 a 16 anos
1539,2005.0,De 11 a 16 anos
1540,1990.0,Acima de 17 anos
1541,2009.0,De 11 a 16 anos
1542,2009.0,De 11 a 16 anos
1543,2015.0,De 0 a 5 anos
1544,2015.0,De 0 a 5 anos
1545,1988.0,Acima de 17 anos
1546,2014.0,De 6 a 10 anos
1547,2001.0,Acima de 17 anos
1548,1967.0,Acima de 17 anos
1549,,
1550,,
1551,2014.0,De 6 a 10 anos
1552,,
1553,,
1554,,
1555,,
1556,,
1557,,
1558,,
1559,,
1560,,
1561,,
1562,,
1563,,
1564,,
1565,,
1566,,
1567,,
1568,2011.0,De 6 a 10 anos
1569,2009.0,De 11 a 16 anos
1570,,
1571,1942.0,Acima de 17 anos
1572,1948.0,Acima de 17 anos
1573,1942.0,Acima de 17 anos
1574,2017.0,De 0 a 5 anos
1575,,
1576,,
1577,2010.0,De 6 a 10 anos
1578,1995.0,Acima de 17 anos
1579,,
1580,2005.0,De 11 a 16 anos
1581,,
1582,,
1583,2008.0,De 11 a 16 anos
1584,,
1585,2010.0,De 6 a 10 anos
1586,,
1587,,
1588,,
1589,1990.0,Acima de 17 anos
1590,2007.0,De 11 a 16 anos
1591,,
1592,2015.0,De 0 a 5 anos
1593,1991.0,Acima de 17 anos
1594,2017.0,De 0 a 5 anos
1595,2017.0,De 0 a 5 anos
1596,2010.0,De 6 a 10 anos
1597,2016.0,De 0 a 5 anos
1598,2009.0,De 11 a 16 anos
1599,2008.0,De 11 a 16 anos
1600,1990.0,Acima de 17 anos
1601,2006.0,De 11 a 16 anos
1602,2010.0,De 6 a 10 anos
1603,2016.0,De 0 a 5 anos
1604,1993.0,Acima de 17 anos
1605,2019.0,De 0 a 5 anos
1606,2019.0,De 0 a 5 anos
1607,2007.0,De 11 a 16 anos
1608,2001.0,Acima de 17 anos
1609,2004.0,De 11 a 16 anos
1610,2003.0,Acima de 17 anos
1611,2016.0,De 0 a 5 anos
1612,2006.0,De 11 a 16 anos
1613,2016.0,De 0 a 5 anos
